NTD ID;Legacy NTD ID;Agency Name;Reporter Acronym;Doing Business As;Reporter Type;Reporting Module;Organization Type;Reported By NTD ID;Reported by Name;Subrecipient Type;FY End Date;Original Due Date;Address Line 1;Address Line 2;P.O. Box;City;State;Zip Code;Zip Code Ext;Region;URL;FTA Recipient ID;DUNS Number;Service Area Sq Miles;Service Area Pop;Primary UZA;UZA Name;Tribal Area Name;Population;Density;Sq Miles;VOMS DO;VOMS PT;Total VOMS;Volunteer Drivers;Personal Vehicles;TAM Tier;Number of State Counties;Number of Counties with Service; State Admin Funds Expended 
40096;4096;City of Rocky Mount;TRT;Tar River Transit;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;331 S Franklin St;;1180;Rocky Mount;NC;27802;5712;4;http://www.tarrivertransit.org;5525;075556373;52;58.985;406;Rocky Mount, NC;;68.243;1.485;46;;26;26;;;Tier II;;;  
40097;4097;Council on Aging of St. Lucie, Inc.;CT;Community Transit;Full Reporter;Urban;Private Provider Reporting on Behalf of a Public Entity;;;;30/06/2020;31/10/2020;1505 Orange Avenue;;;Fort Pierce;FL;34950;;4;http://www.coasl.com/svc_transportation.html;1024;080179419;572;328.297;101;Port St. Lucie, FL;;376.047;1.807;208;37;;37;;;Tier II;;;  
40100;4100;Santee Wateree Regional Transportation Authority;SWRTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;129 S Harvin St;;2462;Sumter;SC;29151;5232;4;http://www.swrta.com/;3241;094990843;4.049;106.512;380;Sumter, SC;;73.107;1.113;66;49;;49;;;Tier II;;;  
40101;4101;Spartanburg Transit System;SPARTA;;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;145 W Broad St;;1607;Spartanburg;SC;29306;3210;4;http://www.cityofspartanburg.org/SPARTA/;5509;093887768;40;37.013;192;Spartanburg, SC;;180.786;951;190;8;;8;;;Tier II;;;  
40102;4102;Waccamaw Regional Transportation Authority;;Coast RTA;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/09/2020;31/01/2021;1418 3Rd Ave;;;Conway;SC;29526;5004;4;http://www.coastrta.com/;5526;101900348;1.244;338.724;166;Myrtle Beach-Socastee, SC-NC;;215.304;1.131;190;21;;21;;;Tier II;;;  
40103;4103;Wiregrass Transit Authority;WTA;;Reduced Reporter;Urban;MPO, COG or Other Planning Agency;;;;30/09/2020;31/01/2021;462 North Oates 4Th Fl;;1406;Dothan;AL;36303;4513;4;http://www.wiregrasstransit.org/;1000;040651119;2.972;245.838;402;Dothan, AL;;68.781;1.239;56;8;15;23;;;Tier II;;;  
40104;4104;Indian River County;IRC;;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;1800 27Th St Bldg B;;;Vero Beach;FL;32960;3328;4;http://www.golineirt.com/;5630;079208989;216;151.825;220;Sebastian-Vero Beach South-Florida Ridge, FL;;149.422;1.546;97;;29;29;;;Tier II;;;  
40105;4105;Puerto Rico Highway and Transportation Authority - Público;PRHTA;;Full Reporter;Urban;State Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Centro Gubernamental Roberto Sanchez Vilella Avenida De Diego;;41269;San Juan;PR;00940;1269;4;http://www.dtop.gov.pr/;1885;180536567;892;2.478.905;21;San Juan, PR;;2.148.346;2.479;867;;1.113;1.113;;;Tier I (Non-Fixed Route VOMS);;;  
40108;4108;Research Triangle Regional Public Transportation Authority;;GoTriangle;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;4600 Emperor Blvd Ste 100;;13787;Durham;NC;27703;8578;4;http://www.gotriangle.org/;5527;801047812;1.665;1.602.824;110;Durham, NC;;347.602;1.913;182;87;53;140;;;Tier II;;;  
40110;4110;Charleston Area Regional Transportation Authority;CARTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/09/2020;31/01/2021;5790 Casper Padgett Way;;;North Charleston;SC;29406;;4;http://www.ridecarta.com/;1115;053637067;138;351.988;76;Charleston-North Charleston, SC;;548.404;1.870;293;;83;83;;;Tier II;;;  
40112;4112;City of San Juan;MSJ;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Ave. Chardon 160;;9024100;San Juan;PR;00918;4100;4;http://www.sanjuan.pr;1886;090362773;77;320.967;21;San Juan, PR;;2.148.346;2.479;867;10;;10;;;Tier II;;;  
40114;4114;Municipality of Aguada;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;226 Calle Colon;;517;Aguada;PR;00602;3224;4;http://www.aguadapuertorico.com/;5585;091029264;10;38.118;124;Aguadilla-Isabela-San Sebastián, PR;;306.196;1.280;239;3;;3;;;Tier II;;;  
40115;4115;Municipality of Caguas ;MAC;Autonomous Municipality of Caguas;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Calle Padial Final Esq Ave Jose Mercado;Caguas PR;907;Caguas;PR;00725;0907;4;http://www.caguas.gov.pr/;2417;090545278;25;131.438;21;San Juan, PR;;2.148.346;2.479;867;26;;26;;;Tier II;;;  
40117;4117;Municipality of Vega Baja;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Francisco F Nater St ;;4555;Vega Baja;PR;00693;4555;4;http://www.vegabaja.gov.pr;5414;091003061;46;54.000;21;San Juan, PR;;2.148.346;2.479;867;8;;8;;;Tier II;;;  
40120;4120;City of Ocala, Florida;;SunTran;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;110 Se Watula Ave;;;Ocala;FL;34471;2180;4;http://www.suntran.org/;1034;055947428;55;64.655;211;Ocala, FL;;156.909;1.400;112;;9;9;;;Tier II;;;  
40121;4121;Municipality of Hormigueros;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;1 Calle Mateo Fajardo;Hormigueros, P.R. 00660-0097;97;Hormigueros;PR;00660;1706;4;www.municipiohormiguerospr.com;1912;803864552;29;16.250;284;Mayagüez, PR;;109.572;2.039;54;4;;4;;;Tier II;;;  
40122;4122;Municipality of Cayey;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;1Jose De Diego Avenue;;371330;Cayey;PR;00737;1330;4;http://www.cayey.gobierno.pr/;5584;112510347;40;48.594;21;San Juan, PR;;2.148.346;2.479;867;6;;6;;;Tier II;;;  
40123;4123;Municipality of Gurabo;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Road 189 Km 6 Pt 5;;3020;Gurabo;PR;00778;3020;4;http://www.gurabopr.com/;1904;192861602;43;45.369;21;San Juan, PR;;2.148.346;2.479;867;4;;4;;;Tier II;;;  
40124;4124;Municipality of Cidra;MACPR;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Jose De Diego Final Apartado 729;;729;Cidra;PR;00739;0729;4;https://es-es.facebook.com/cidrasomostodos;5654;138842120;36;48.761;21;San Juan, PR;;2.148.346;2.479;867;5;;5;;;Tier II;;;  
40125;4125;Municipality of Carolina;GMAC;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Ignacio Arzuaga St Intersection Fernandez Juncos Ave;;8;Carolina;PR;00985;0008;4;http://www.municipiocarolina.com/images/stories/pdfs/brochure_sitrac_2013w.pdf;2038;118161504;4;176.762;21;San Juan, PR;;2.148.346;2.479;867;26;;26;;;Tier II;;;  
40126;4126;Municipality of Humacao;SITRAH;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Miguel Casillas St;;178;Humacao;PR;00792;;4;;5567;139432087;10;17.603;21;San Juan, PR;;2.148.346;2.479;867;5;;5;;;Tier II;;;  
40128;4128;Okaloosa County Board of County Commissioners;;Emerald Coast Rider;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;302 N Wilson St Ste 302;;;Crestview;FL;32536;3474;4;http://www.ECRider.org;5435;613277649;120;196.512;186;Fort Walton Beach-Navarre-Wright, FL;;191.917;1.593;121;;42;42;;;Tier II;;;  
40129;4129;Charlotte County Government;CCT;Charlotte County Transit Division;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;18500 Murdock Circle Ste 423;;;Port Charlotte;FL;33948;1068;4;https://www.charlottecountyfl.gov/transit/;5610;040223463;231;173.115;199;North Port-Port Charlotte, FL;;169.541;1.425;119;5;19;24;;;Tier II;;;  
40130;4130;Macon-Bibb County Transit Authority;MTA    ;Public Bus Transportation;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;2737 Broadway;;;Macon;GA;31206;1209;4;http://www.mta-mac.com/;1002;041590999;70;153.691;234;Macon, GA;;137.570;1.404;98;28;;28;;;Tier II;;;  
40131;4131;Davidson County ;DCTS;Davidson County Transportation;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;913 Greensboro St;;1067;Lexington;NC;27295;1977;4;https://www.co.davidson.nc.us/258/Transportation;1005;077839744;567;167.609;202;High Point, NC;;166.485;1.473;113;6;24;30;;;Tier II;;;  
40132;4132;Goldsboro-Wayne Transportation Authority;GWTA;;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;103 N Carolina St;;227;Goldsboro;NC;27530;3501;4;http://www.RideGWTA.com/;5850;874734747;35;36.303;442;Goldsboro, NC;;61.054;1.154;53;21;;21;;;Tier II;;;  
40133;4133;Guilford County ;GCTAMS;Guilford County Transportation & Mobility Services;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;301 W Market St;;3388;Greensboro;NC;27401;2514;4;http://www.guilfordcountync.gov/services/transportation;1064;071563613;52;248.111;120;Greensboro, NC;;311.810;1.684;185;21;;21;;;Tier II;;;  
40137;4137;Municipality of Bayamon;BPTS;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;City Hall Rd 2;;2988;Bayamon;PR;00960;;4;http://www.municipiodebayamon.com/;2008;140030706;15;65.706;21;San Juan, PR;;2.148.346;2.479;867;12;;12;;;Tier II;;;  
40138;4138;Gwinnett County Board of Commissioners;GCT;Gwinnett County Transit;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;31/12/2020;30/04/2021;75 Langley Dr;;;Lawrenceville;GA;30046;6935;4;http://www.gctransit.com/;5440;057272734;293;694.394;9;Atlanta, GA;;4.515.419;1.707;2.645;;70;70;;;Tier II;;;  
40140;4140;Collier County;CAT;Collier Area Transit;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;3299 Tamiami Trl E Ste 700;;;Naples;FL;34112;5749;4;www.goCATbus.com;1032;076997790;2.025;384.902;121;Bonita Springs, FL;;310.298;1.660;187;;50;50;;;Tier II;;;  
40141;4141;Central Midlands Regional Transportation Authority;;The COMET;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;3613 Lucius Rd;;;Columbia;SC;29201;1108;4;http://www.catchthecomet.org/;6558;148132322;1.530;646.895;75;Columbia, SC;;549.777;1.447;380;;101;101;;;Tier II;;;  
40143;4143;Town of Cary;;GoCary;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;316 N Academy St;;8005;Cary;NC;27513;4538;4;http://www.gocary.org;6287;075550921;59;171.143;50;Raleigh, NC;;884.891;1.708;518;;29;29;;;Tier II;;;  
40144;4144;Hall Area Transit;HAT;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;2875 Browns Bridge Rd;;;Gainesville;GA;30504;5635;4;www.gainesville.org/hall-area-transit;1002;078124617;361;199.999;245;Gainesville, GA;;130.846;1.036;126;11;;11;;;Tier II;;;  
40145;4145;Municipality of Manati;DCDH;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;10 Calle Quinones;City Hall #10;3250;Manati;PR;00674;5013;4;;1906;091106013;30;16.053;21;San Juan, PR;;2.148.346;2.479;867;7;;7;;;Tier II;;;  
40146;4146;Hernando County Board of County Commissioners;;The Bus;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;20 N Main St Rm 230;;;Brooksville;FL;34601;2817;4;http://www.hernandobus.com/;2854;073212920;89;116.315;221;Spring Hill, FL;;148.220;1.289;115;;10;10;;;Tier II;;;  
40147;4147;North Carolina State University;NCSU;;Full Reporter;Urban;University;;;;30/06/2020;31/10/2020;Administrative Services Bldg Rm 213;CB 7221;;Raleigh;NC;27695;0001;4;http://www.ncsu.edu/transportation/;;143976090;9;46.000;50;Raleigh, NC;;884.891;1.708;518;;38;38;;;Tier II;;;  
40150;4150;Municipality of Barceloneta;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Plz De Recreo Calle Georgitti;;2049;Barceloneta;PR;00617;000;4;http://www.barceloneta.gobierno.pr/;6388;091119008;19;24.650;387;Florida-Imbéry-Barceloneta, PR;;71.747;1.566;46;13;;13;;;Tier II;;;  
40151;4151;Municipality of Hatillo;MH;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;128 Avenida Franklin D Roosevelt;;8;Hatillo;PR;00659;;4;;5322;120680009;42;40.111;232;Arecibo, PR;;139.171;1.655;84;4;;4;;;Tier II;;;  
40155;4155;St Johns County, Florida;;Sunshine Bus Co.;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;500 San Sebastian View;;;Saint Augustine;FL;32084;8686;4;http://sunshinebus.net/;6410;073236739;600;264.672;399;St. Augustine, FL;;69.173;1.607;43;29;;29;;;Tier II;;;  
40156;4156;Lower Savannah COG;LSCOG;;Reduced Reporter;Urban;MPO, COG or Other Planning Agency;;;;30/06/2020;31/10/2020;2748 Wagener Rd;;850;Aiken;SC;29801;8126;4;www.bestfriendexpress.com;6442;170913321;222;85.476;98;Augusta-Richmond County, GA-SC;;386.787;1.490;260;;7;7;;;Tier II;;;  
40158;4158;Lake County Board of County Commissioners;LCBOCC;LakeXpress;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;315 W Main St;;7800;Tavares;FL;32778;3813;4;https://ridelakexpress.com/;6480;079214136;71;97.497;244;Leesburg-Eustis-Tavares, FL;;131.337;1.391;94;;38;38;;;Tier II;;;  
40159;4159;Regional Transportation Authority;RTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;430 Myatt Dr;;;Madison;TN;37115;3025;4;http://www.rtarelaxandride.com/;5966;127831217;750;1.583.115;44;Nashville-Davidson, TN;;969.587;1.721;563;;46;46;;;Tier I (Rail);;;  
40160;4160;Municipality of Camuy;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;11 Calle Iguina E;;539;Camuy;PR;00627;2679;4;;5487;091077487;46;35.159;232;Arecibo, PR;;139.171;1.655;84;13;;13;;;Tier II;;;  
40161;4161;Cherokee County Board of Commissioners;CATS;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;1130 Bluffs Pkwy;;;Canton;GA;30114;2791;4;www.cherokeega.com/transportation;6335;101493158;422;235.900;9;Atlanta, GA;;4.515.419;1.707;2.645;18;8;26;;;Tier II;;;  
40162;4162;City of Franklin ;FTA;Franklin Transit Authority;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;708 Columbia Ave;;;Franklin;TN;37064;2828;4;http://www.tmagroup.org/franklin-transit/;6417;787058580;22;80.914;44;Nashville-Davidson, TN;;969.587;1.721;563;;10;10;;;Tier II;;;  
40164;4164;Municipality of Fajardo;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;11 Calle Garrido Morales W;;865;Fajardo;PR;00738;5164;4;http://www.fajardopr.org/;1976;139121672;7;36.993;339;Fajardo, PR;;85.225;1.678;51;5;;5;;;Tier II;;;  
40165;4165;Municipality of Juncos;STJ;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Paseo Escute;;1706;Juncos;PR;00777;1706;4;none;3050;091136168;27;38.155;21;San Juan, PR;;2.148.346;2.479;867;7;;7;;;Tier II;;;  
40166;4166;City of Jacksonville;;Jacksonville Transit;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;815 New Bridge St;;128;Jacksonville;NC;28540;5436;4;http://www.jacksonvillenc.gov/;6021;195838776;47;72.447;294;Jacksonville, NC;;105.419;1.478;71;;9;9;;;Tier II;;;  
40167;4167;City of Concord;;Concord Kannapolis Area Transit (Rider);Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;35 Cabarrus Ave W;Northwest;;Concord;NC;28025;;4;http://www.ckrider.com/;6288;079067484;78;113.639;167;Concord, NC;;214.881;1.192;180;;12;12;;;Tier II;;;  
40169;4169;Regional Planning Commission of Greater Birmingham;RPCGB;;Full Reporter;Urban;MPO, COG or Other Planning Agency;;;;30/09/2020;31/01/2021;2 20Th Street North, Suite 1200;Suite 1200;;Birmingham;AL;35203;4067;4;www.rpcgb.org;;087640785;392;817.550;55;Birmingham, AL;;749.495;1.414;530;;37;37;;;Tier II;;;  
40170;4170;Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division;;;Reduced Reporter;Urban;Other Publicly-Owned or Privately Chartered Corporation;;;;30/06/2020;31/10/2020;312 Resource Rd;;86;Dunlap;TN;37327;6338;4;http://www.sethra.us/services/transportation;6453;148220317;24;66.333;414;Cleveland, TN;;66.777;1.223;55;19;;19;;;Tier II;;;  
40171;4171;Knoxville-Knox County Community Action Committee;;Knox County CAC Transit;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;2247 Western Ave;;51650;Knoxville;TN;37921;5756;4;www.knoxcac.org;5982;139727627;239;331.989;74;Knoxville, TN;;558.696;1.275;438;33;;33;;;Tier II;;;  
40172;4172;Western Piedmont Regional Transit Authority ;WPRTA;Greenway Public Transportation;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;1515 4Th St Sw;;;Conover;NC;28613;9676;4;http://www.mygreenway.org/;6824;825126746;1.665;342.142;170;Hickory, NC;;212.195;811;262;53;;53;;;Tier II;;;  
40173;4173;Piedmont Authority for Regional Transportation;PART;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;107 Arrow Rd;;;Greensboro;NC;27409;9655;4;http://www.PARTnc.org/;5841;042394622;2.500;1.689.151;120;Greensboro, NC;;311.810;1.684;185;51;29;80;;;Tier II;;;  
40174;4174;Municipality of Yauco;STC;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;73 Calle Comercio;;1;Yauco;PR;00698;3541;4;http://STCYauco.com/;6675;131447484;62;37.679;319;Yauco, PR;;90.899;1.953;47;27;;27;;;Tier II;;;  
40175;4175;Puerto Rico Maritime Transport Authority ;PRMTA;;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;;;4305;;PR;;;4;https://pr.gov/Directorios/Pages/InfoAgencia.aspx?PRIFA=178;1495;664174701;3.500;2.390.000;21;San Juan, PR;;2.148.346;2.479;867;4;3;7;;;Tier II;;;  
40176;4176;Atlanta Regional Commission;;The Arc;Planning Reporter;Urban;MPO, COG or Other Planning Agency;;;;31/12/2020;30/04/2021;229 Peachtree St Ne Ste 100;;;Atlanta;GA;30303;1601;4;https://atlantaregional.org/browse/?browse=topic&topic=transportation-mobility;2119;075863845;;;9;Atlanta, GA;;4.515.419;1.707;2.645;;;;;;N/A;;;  
40178;4178;The Transportation Management Association Group;TMA;;Full Reporter;Urban;Private Provider Reporting on Behalf of a Public Entity;;;;30/06/2020;31/10/2020;708 Columbia Ave;;;Franklin;TN;37064;2828;4;http://www.tmagroup.org/;6417;832412787;7.505;1.978.890;44;Nashville-Davidson, TN;;969.587;1.721;563;39;;39;;;Tier II;;;  
40180;4180;University of Georgia;UGA;University of Georgia Transit System;Full Reporter;Urban;University;;;;30/06/2020;31/10/2020;310 E Campus Rd Tucker Hall Rm 409;;;Athens;GA;30602;0001;4;https://TPS.uga.edu/;1002;619003127;14;119.648;249;Athens-Clarke County, GA;;128.754;1.309;98;63;;63;;;Tier II;;;  
40181;4181;Henry County ;HC;Henry County Transit;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;140 Henry Parkway;;;Mc Donough;GA;30253;6696;4;http://www.co.henry.ga.us/transit/;6371;057047581;324;234.561;9;Atlanta, GA;;4.515.419;1.707;2.645;30;;30;;;Tier II;;;  
40182;4182;Municipality of Toa Baja;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Rafael Arrieta 16;;2359;Toa Baja;PR;00951;2436;4;http://www.toabaja.com/;5415;603087248;30;74.271;21;San Juan, PR;;2.148.346;2.479;867;8;;8;;;Tier II;;;  
40183;4183;Municipality of San Sebastian;MSS;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;2 Calle Padre Feliciano;;1603;San Sebastian;PR;00685;2214;4;;2037;805980752;71;35.528;124;Aguadilla-Isabela-San Sebastián, PR;;306.196;1.280;239;11;;11;;;Tier II;;;  
40184;4184;Community Action of Southern Kentucky;CASK;;Reduced Reporter;Urban;Private-Non-Profit Corporation;;;;30/06/2020;31/10/2020;1001 College St;;1410;Bowling Green;KY;42101;2136;4;http://www.casoky.org/transportation/;6384;074052374;15;63.616;364;Bowling Green, KY;;78.306;1.725;45;17;;17;;;Tier II;;;  
40185;4185;Bay County Transportation Planning Organization;BTT;;Full Reporter;Urban;MPO, COG or Other Planning Agency;;;;30/09/2020;31/01/2021;4081 E Olive Rd Ste A;;;Pensacola;FL;32514;6477;4;http://www.baytowntrolley.org/;1035;619784523;58;105.192;229;Panama City, FL;;143.280;1.559;92;;33;33;;;Tier II;;;  
40186;4186;City of Murfreesboro;;Rover Public Transit;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;111 W Vine St; ;1139;Murfreesboro;TN;37130;3573;4;http://www.murfreesborotn.gov/248/Public-Transit---Rover-Bus-System;6640;089553861;62;130.968;241;Murfreesboro, TN;;133.228;1.723;77;7;;7;;;Tier II;;;  
40187;4187;York County Council on Aging;YCCOA;;Reduced Reporter;Urban;Private Provider Reporting on Behalf of a Public Entity;;;;30/06/2020;31/10/2020;917 Standard St;;11519;Rock Hill;SC;29730;6412;4;http://www.yccoa.com/;3242;153236864;31;73.068;295;Rock Hill, SC;;104.996;1.098;96;18;;18;;;Tier II;;;  
40188;4188;Virgin Islands Department of Public Works;VIDPW;;Reduced Reporter;Urban;State Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;8244 Subbase;;;Charlotte Amalie;VI;00802;5805;4;www.vitranvi.com;2015;141544143;132;89.246;600;Virgin Islands, VI;;106.405;794;134;30;;30;;;Tier II;;;  
40190;4190;East Tennessee Human Resource Agency, Inc.;ETHRA;;Reduced Reporter;Urban;Other Publicly-Owned or Privately Chartered Corporation;;;;30/06/2020;31/10/2020;9111 Cross Park Dr Ste D100;Suite D100;;Knoxville;TN;37923;4517;4;https://www.ethrapublictransit.org;6498;146757880;6.563;1.176.033;449;Morristown, TN;;59.036;987;60;80;;80;;;Tier II;;;  
40191;4191;Transit Authority of Central Kentucky;;TACK Transportation;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;1209 N Dixie Hwy;;;Elizabethtown;KY;42701;2707;4;www.tacktransit.org;7323;066698302;929;138.210;379;Elizabethtown-Radcliff, KY;;73.467;1.290;57;49;;49;;;Tier II;;;  
40192;4192;Martin County;;;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;2401 Se Monterey Rd;;;Stuart;FL;34996;3322;4;www.martin.fl.us/transit;6060;071304562;65;158.598;101;Port St. Lucie, FL;;376.047;1.807;208;;14;14;;;Tier II;;;  
40193;4193;City of Hinesville, Georgia;LT;Liberty Transit;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;31/10/2020;30/04/2021;115 East M L King Jr Dr;;;Hinesville;GA;31313;3633;4;http://www.libertytransit.org/;1002;026758151;32;38.223;486;Hinesville, GA;;51.456;1.652;31;;6;6;;;Tier II;;;  
40194;4194;Municipality of Mayaguez;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Betances St Corner Mckinley;;447;Mayaguez;PR;00680;000;4;http://www.mayaguez.pr/;2011;134972710;52;71.264;284;Mayagüez, PR;;109.572;2.039;54;9;9;18;;;Tier II;;;  
40195;4195;Municipality of San Lorenzo;MASL;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Luis Munoz Rivera St #;;1289;San Lorenzo;PR;00754;000;4;http://www.sanlorenzopr.net/;5874;091052621;6;35.000;21;San Juan, PR;;2.148.346;2.479;867;9;;9;;;Tier II;;;  
40196;4196;Kentuckiana Regional Planning and Development Agency;KIPDA;;Full Reporter;Urban;MPO, COG or Other Planning Agency;;;;30/06/2020;31/10/2020;11520 Commonwealth Dr;;;Louisville;KY;40299;2340;4;http://www.kipda.org/;;077861094;2.446;1.205.028;43;Louisville/Jefferson County, KY-IN;;972.546;2.040;477;66;;66;;;Tier II;;;  
40197;4197;Municipality of Lares;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Calle Pedro Albizu Campos;;395;Lares;PR;00669;;4;;6745;090594631;62;30.753;124;Aguadilla-Isabela-San Sebastián, PR;;306.196;1.280;239;7;;7;;;Tier II;;;  
40198;4198;Municipality of Dorado;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;75 Calle Mendez Vigo Cnr San Quintin;;588;Dorado;PR;00646;000;4;;1970;131436677;23;38.165;21;San Juan, PR;;2.148.346;2.479;867;4;2;6;;;Tier II;;;  
40199;4199;Autonomous Municipality of Vega Alta;MUNVA;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;Rd 2 Km 30.8;Centro de Gobierno Irmo Figueroa;1390;Vega Alta;PR;00692;;4;;5462;153225995;28;35.806;21;San Juan, PR;;2.148.346;2.479;867;6;;6;;;Tier II;;;  
40200;4200;Tampa Bay Area Regional Transit Authority;TBARTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/09/2020;31/01/2021;4350 W Cypress St;Suite 209;;Tampa;FL;33607;4164;4;http://www.TBARTA.com/;1038;963243378;2.778;3.257.481;17;Tampa-St. Petersburg, FL;;2.441.770;2.552;957;;172;172;;;Tier I (Non-Fixed Route VOMS);;;  
